COUNTRY_CODE|ITEM_MAKER_CODE|ITEM_MAKER_DESCRIPTION|MULTIPLICATION_FACTOR|GOODS_COLOUR|ITEM_MAKER_FAMILY_CODE|ACTIVE_FLAG|RefDataId|LoadDatetime|LastUpdatedDatetime
GBR|NOKI|NOKIA| 0000001.00|B|NOKI|Y|1909|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|NOVU|NOVUM| 0000001.00|W|NOVU|Y|1921|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|NW99|NEW WORLD CALL CENTR| 0000001.00|W|NEWW|Y|1933|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SUBZ|SUB-ZERO| 0000001.00|W|SUBZ|Y|2532|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|ONEP|OnePlus| 0000001.00|B|ONEP|Y|1957|2018-02-28 16:29:07.000000|2020-02-19 19:02:55.877506
GBR|MEET|MIELE ADMIN 5/10 YR| 0000001.00|W|MIEL|Y|1683|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SUPR|SUPER COVER DOGS| 0000001.00|A|SUPR|Y|2550|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|MIC|MICROMART| 0000001.00|A|MIC|Y|1707|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MIEF|MIELE 5 FOR 5 PROMO| 0000001.00|W|MIEL|Y|1719|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TCTY|TRICITY| 0000001.00|W|TRIC|Y|2586|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TECH|TECHNICS| 0000001.00|G|TECH|Y|2598|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|PC C|ROYAL BANK OF SCOTLAND| 0000001.00| |@@@@|Y|2041|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|PFAF|PFAFF| 0000001.00|W|PFAF|Y|2059|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MOFS|MINISTRY O| 0000001.00| |MOFS|Y|1791|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TIMB|TIMBERLAND| 0000001.00| |TIMB|Y|2640|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|POLD|POLAROID| 0000001.00|B|POLD|Y|2083|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MYS|MYSON THORN| 0000001.00|A|MYS|Y|1839|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TRIA|TRIAX| 0000001.00|A|TRIA|Y|2676|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|PRE1|ELECTROLUX PR 1YR EXTENDED| 0000001.00| |ELUX|Y|2119|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PRES|PRESTIGE| 0000001.00|W|PRES|Y|2125|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ULTR|ULTRA| 0000001.00|A|ULTR|Y|2700|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VAI2|VAILLANT 2YR TREG ENHANCED| 0000001.00| |VAIL|Y|2718|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|NINT|NINTENDO| 0000001.00|G|NINT|Y|1905|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|NORW|NORWEST| 0000001.00|W|NORW|Y|1916|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|VEST|VESTFROST| 0000001.00|W|VEST|Y|2754|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|QUAD|QUAD| 0000001.00|B|QUAD|Y|2179|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|RACH|RACHEL ALLEN| 0000001.00|G|RACH|Y|2191|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|VODA|VODAC| 0000001.00|B|VODA|Y|2790|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|RBSD|RBS ONLINE REG ADGU| 0000001.00|G|@@@@|Y|2215|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|REEB|REEBOK| 0000001.00| |REEB|Y|2227|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|RIMA|RIMA| 0000001.00|G|RIMA|Y|2245|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|WHI3|WHIRLPOOL SUPREME CARE PROMO| 0000001.00| |WHIR|Y|2838|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|PAL|PALCOM| 0000001.00|B|PAL|Y|2024|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PART|PARTNER| 0000001.00|G|PART|Y|2036|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SAM9|SAMSUNG TEL REG| 0000001.00|B|SAMS|Y|2299|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PEAV|PEAVEY| 0000001.00|B|PEAV|Y|2048|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|FERG|FERGUSON| 0000001.00|A|FERG|Y|913|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|XXX1|TEST *DO NOT USE* H5P| 0000001.00| |@@@@|Y|2892|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|ZANK|ZANKER| 0000001.00|W|ZANK|Y|2904|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|PGSS|PROGRESS| 0000001.00| |ACDA|Y|2060|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|FRA|FRANCO BELGE| 0000001.00| |FRA|Y|961|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SEIK|SEIKI| 0000001.00|G|SEIK|Y|2365|2018-02-28 16:29:07.000000|2020-08-11 19:03:19.050957
GBR|POT|POTTERTON (POT)| 0000001.00|H|POTT|Y|2090|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|G5XH|VARIABLE DD TEST 10% 3 MONTHS| 0000001.00|W|@@@@|Y|991|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GAME|GAME| 0000001.00|B|GAME|Y|1003|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PRCA|CANDY PR EXTENDED| 0000001.00| |CAND|Y|2114|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SINA|SINATRA| 0000001.00| |SINA|Y|2413|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GEOR|GEORGE FOREMAN| 0000001.00|W|GEOR|Y|1033|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|LGB2|LG TEL REG (BROWN) 4-11MTH IPM| 0000001.00| |LG|Y|2995|2018-05-11 00:20:45.000000|2019-11-14 19:02:43.669508
GBR|GLO5|GLOW-WORM 5 YEAR GUARANTEE| 0000001.00|H|GLO|Y|1051|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
PRT|URDE|URBANGLIDE| 0000001.00|B|@@@@|Y|228423|2020-01-16 19:02:46.649410|2020-01-16 19:02:46.649410
GBR|SOLR|SOLARA| 0000001.00|A|SOLR|Y|2455|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PRTR|TRICITY BENDIX PR EXTENDED| 0000001.00| |TRIC|Y|2162|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GOPR|GO PRO| 0000001.00|B|GOPR|Y|1081|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SPDG|NEW SUPER COVER DOGS| 0000001.00|V|SPDG|Y|2479|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|GVC|GVC| 0000001.00|B|GVC|Y|1105|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|STAC|STATIC| 0000001.00|G|STAC|Y|2497|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|STEW|STEAMWORKS| 0000001.00|G|STEW|Y|2509|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|STO4|STOVES TEL REG| 0000001.00|A|STOV|Y|2515|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|FERM|FERROLI MSP GOLD IG TEL REG| 0000001.00|H|FER|Y|3102|2018-07-26 19:05:37.000000|2019-11-14 19:02:43.669508
GBR|HETA|HEATLINE| 0000001.00| |HETL|Y|1159|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HEYB|HEYBROOK| 0000001.00|B|HEYB|Y|1171|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HMV|HMV| 0000001.00| |HMV|Y|1189|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ROTE|ROTEL| 0000001.00|B|ROTE|Y|2276|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HOTB|HOTPOINT 20DD TEL REG| 0000001.00| |HOTP|Y|1219|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SAMB|SAMSUNG 20DD TEL REG| 0000001.00| |SAMS|Y|2300|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TDA|TDA| 0000001.00| |TDA|Y|2587|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|SAVO|SAVOY| 0000001.00| |SAVO|Y|2330|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SCHE|SCHE| 0000001.00|G|SCHE|Y|2342|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HYDE|HAYDEN LABS| 0000001.00|W|HYDE|Y|1284|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ICEK|ICEKING| 0000001.00|W|ICEK|Y|1296|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SESC|CURRYS FLOORCARE| 0000001.00| |CURE|Y|2378|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|IDE5|IDEAL| 0000001.00|H|IDEA|Y|1326|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TOMK|TOMKINSONS| 0000001.00| |TOMK|Y|2653|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TORI|TORINO| 0000001.00| |TORI|Y|2659|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TRBO|TURBO| 0000001.00| |TRBO|Y|2671|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TRIS|TRISTAR| 0000001.00|A|TRIS|Y|2683|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|SOLS|SOLEUS| 0000001.00| |SOLS|Y|2456|2018-02-28 16:29:07.000000|2020-02-19 19:02:55.877506
GBR|JES2|JESSOPS 2YR MAN GTEE| 0000001.00|B|JESS|Y|1410|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SPLC|SUPERPLUS COVER CATS| 0000001.00|V|SPLC|Y|2486|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|1WG2|HAIER| 0000001.00| |HAIE|Y|228426|2020-01-17 19:03:04.130146|2020-01-17 19:03:04.130146
GBR|STAN|STANDARD| 0000001.00|A|STAN|Y|2498|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VAIL|VAILLANT| 0000001.00|A|VAIL|Y|2731|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VAX|VAX| 0000001.00|W|VAX|Y|2743|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|STV1|STOVES| 0000001.00|W|STOV|Y|2528|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|SUP|SERVO SUPREME PLUS| 0000001.00|A|SUP|Y|2546|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|SWSS|SWISSTEC| 0000001.00| |SWSS|Y|2558|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|LEIZ|LEITZ| 0000001.00| |LEIT|Y|1536|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|VIST|VISTA| 0000001.00|B|VIST|Y|2779|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VOK|VOKERA| 0000001.00|H|VOK|Y|2791|2018-03-21 18:42:31.000000|2019-11-14 19:02:43.669508
GBR|VSUS|VERSUS| 0000001.00| |VSUS|Y|2809|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|WASM|WASTEMAID| 0000001.00|G|WASM|Y|2821|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|LUX5|ELECTROLUX| 0000001.00| |ELUX|Y|1602|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|WIN|WINHASER| 0000001.00|H|WIN|Y|2857|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|MACE|MACKIE| 0000001.00|B|MACE|Y|1614|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MAI|MAIN| 0000001.00|A|MAIN|Y|1626|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|TORO|TORNADO| 0000001.00|W|TORO|Y|2660|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TRED|TREDEX| 0000001.00| |TRED|Y|2672|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|DGP2|DIRECT PR 2YG INS FLEX| 0000001.00| |@@@@|Y|2925|2018-03-30 00:20:35.000000|2019-11-14 19:02:43.669508
GBR|MCCU|MCCULLOCH| 0000001.00|A|MCCU|Y|1674|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BAU3|BAUMATIC TREG 0-3M INS FLEX| 0000001.00| |BAUM|Y|2948|2018-03-30 00:20:35.000000|2019-11-14 19:02:43.669508
GBR|IND4|INDESIT NON-BRANDED PR IPM 2YR| 0000001.00|W|INDE|Y|2959|2018-04-06 00:20:18.000000|2018-04-06 00:20:18.000000
GBR|MICD|MITSUBISHI CORDIA| 0000001.00|G|MITS|Y|1710|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MIET|MIELE| 0000001.00| |MIEL|Y|1722|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MINS|MINISTRY OF SOUND| 0000001.00|G|MOFS|Y|1734|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|MIR2|MIRA 2 YR TEL REG| 0000001.00| |MIRA|Y|1746|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HOS1|HOSTESS TREG 0-3MTH FLEX| 0000001.00| |HOST|Y|3020|2018-06-07 00:20:29.000000|2019-11-14 19:02:43.669508
GBR|BOS2|BOSCH TREG 4-11MTH FLEX| 0000001.00| |BOSC|Y|3032|2018-06-07 00:20:29.000000|2019-11-14 19:02:43.669508
GBR|MMJP|MIELE 5 YR PROMO| 0000001.00| |MIEL|Y|1782|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SAM1|SAMSUNG TEL REG 0-3 FLEX| 0000001.00|B|SAMS|Y|3050|2018-06-07 20:16:53.000000|2019-11-14 19:02:43.669508
GBR|WESO|WESTON| 0000001.00|G|WESO|Y|2834|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
ESP|VSMA|VSMART JOY| 0000001.00|B|@@@@|Y|228435|2020-01-31 19:03:00.503950|2020-01-31 19:03:00.503950
GBR|IDEE|IDEAL MSP 7 YR TEL REG| 0000001.00|H|IDEA|Y|3107|2018-07-26 19:05:37.000000|2019-11-14 19:02:43.669508
GBR|WICK|WICKES| 0000001.00|G|WICK|Y|2852|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|NEFF|NEFF| 0000001.00|A|NEFF|Y|1866|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|NEWP|NEWPOL| 0000001.00|W|NEWP|Y|1884|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|NILF|NILFISK| 0000001.00|W|NILF|Y|1902|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ZUCC|ZUCCO| 0000001.00| |ZUCC|Y|2918|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|ZAN2|ZANUSSI TREG 4-11M INS FLEX| 0000001.00| |ZANU|Y|2937|2018-03-30 00:20:35.000000|2019-11-14 19:02:43.669508
GBR|HOO2|HOOVER TREG 0-3M INS FLEX| 0000001.00| |HOOV|Y|2955|2018-03-30 00:20:35.000000|2019-11-14 19:02:43.669508
GBR|OROD|ORODEX| 0000001.00| |OROD|Y|1979|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|P2BL|BELLING PR 1+1| 0000001.00| |BELL|Y|1997|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BOS1|BOSCH TREG 0-3MTH FLEX| 0000001.00| |BOSC|Y|3009|2018-06-07 00:20:29.000000|2019-11-14 19:02:43.669508
GBR|SM1G|SMEG TREG 0-3MTH FLEX| 0000001.00| |SMEG|Y|3027|2018-06-07 00:20:29.000000|2019-11-14 19:02:43.669508
GBR|PERD|PERDIO| 0000001.00|A|PERD|Y|2057|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SCOW|SCOTTISH POWER WHITE GOODS| 0000001.00|W|@@@@|Y|3083|2018-07-19 19:05:30.000000|2019-11-14 19:02:43.669508
GBR|IDEF|IDEAL MSP 8 YR TEL REG| 0000001.00|H|IDEA|Y|3101|2018-07-26 19:05:37.000000|2019-11-14 19:02:43.669508
GBR|PRD2|D&G PR 2YR EXTENDED| 0000001.00| |@@@@|Y|2117|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|PROL|PROLINE| 0000001.00|A|PROL|Y|2153|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|RABB|RABBIT| 0000001.00| |RABB|Y|2189|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|REDI|REDIFFUSION| 0000001.00|H|REDI|Y|2225|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ROCT|ROCTEC| 0000001.00|B|ROCT|Y|2261|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SALO|SALORA| 0000001.00|B|SALO|Y|2297|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SCA|SCANDILUX| 0000001.00|G|SCA|Y|2333|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SELE|SELECO| 0000001.00|A|SELE|Y|2369|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SILT|SILTAL| 0000001.00|W|SILT|Y|2405|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SME2|Smeg 2yr| 0000001.00|W|SMEG|Y|2441|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|SPA|ROMAN SPA BATH| 0000001.00|A|SPA|Y|2477|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|STNN|STANNA STAIRLIFTS| 0000001.00| |STNN|Y|2513|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|SUPE|SUPER PARAGON| 0000001.00|H|SUPE|Y|2549|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TBCY|TEBA 28 DAY HELPLINE| 0000001.00| |TEBA|Y|2585|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
ESP|IKEA|IKEA| 0000001.00|W|@@@@|Y|228438|2020-02-07 19:02:44.952608|2020-02-07 19:02:44.952608
GBR|THOM|THOMSON| 0000001.00|A|THOM|Y|2633|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|TRAU|TRAULSEN| 0000001.00|W|TRAU|Y|2669|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|UNI|UNIDARE| 0000001.00|A|UNI|Y|2705|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VAPA|VAPARETTO| 0000001.00|W|VAPA|Y|2741|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|VISI|VISIONEER| 0000001.00|B|VISI|Y|2777|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|WAHL|WAHL| 0000001.00|G|WAHL|Y|2813|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|WHNI|WHITE KNIGHT| 0000001.00|G|WHKN|Y|2849|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|XERO|XEROX| 0000001.00| |XERO|Y|2885|2018-02-28 16:30:59.000000|2019-11-14 19:02:43.669508
GBR|ELE7|E'LUX TREG 0-3M INS FLEX| 0000001.00| |ELUX|Y|2923|2018-03-30 00:20:35.000000|2019-11-14 19:02:43.669508
GBR|HOT1|HOTPOINT TELREG 0-3MNTH IPM| 0000001.00|W|HOTP|Y|2958|2018-04-06 00:20:18.000000|2019-11-14 19:02:43.669508
GBR|KES1|Keston 5yr tel reg| 0000001.00|W|KESB|Y|3000|2018-06-01 00:20:55.000000|2019-11-14 19:02:43.669508
GBR|LECC|LEC TREG 0-3MTH FLEX| 0000001.00| |LEC|Y|3036|2018-06-07 00:20:29.000000|2019-11-14 19:02:43.669508
GBR|GLOV|GLOW WORM MSP 1 YR TEL REG| 0000001.00|H|GLO|Y|3099|2018-07-26 19:05:37.000000|2019-11-14 19:02:43.669508
GBR|ACC1|ANIMALCARE CAT 1*| 0000001.00|V|ACC2|Y|18|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ADVG|ADVANTAGE| 0000001.00|G|ADVG|Y|54|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ALIN|ALINCO| 0000001.00|A|ALIN|Y|90|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ANSW|ANSWERCALL| 0000001.00|B|ANSW|Y|126|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ARMA|ARMANA| 0000001.00|W|ARMA|Y|162|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|AUAN|AUDIO ANALOGUE| 0000001.00|B|AUDI|Y|198|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BARL|BARCLAY PLAT 2YR GTE| 0000001.00|A|@@@@|Y|234|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|BC04|BAXI CONCEPT 4| 0000001.00|H|BAXI|Y|270|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BCOO|BARCLAYS PREMIER LIFE 1 YEAR| 0000001.00|A|@@@@|Y|306|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|BEK3|BEKO BUILT-IN 2YR WEB REG| 0000001.00| |BEKO|Y|342|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BEST|BEST| 0000001.00|B|BEST|Y|378|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BLOG|BLOMBERG TEL REG| 0000001.00|W|BLOM|Y|414|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|BPPA|BCARD PLAT PLUS 1| 0000001.00|G|@@@@|Y|450|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|BSMA|B&Q STAFF MULTI APP| 0000001.00|W|@@@@|Y|486|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|CAND|CANDY| 0000001.00|A|CAND|Y|522|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|CELO|CELLO (WOOLWORTHS ONLY)| 0000001.00|G|CELL|Y|558|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
PRT|OPPO|OPPO| 0000001.00|B|@@@@|Y|228533|2020-05-04 19:03:12.273889|2020-05-04 19:03:12.273889
GBR|COBY|COBY| 0000001.00| |COBY|Y|606|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|COTI|CONTINENTAL EDISON (COTI)| 0000001.00|B|COED|Y|642|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|DAKS|DAKS| 0000001.00|W|DAKS|Y|678|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|DIAM|DIAMOND| 0000001.00|A|DIAM|Y|714|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|DREA|DREAM MULTIMEDIA| 0000001.00| |DREA|Y|750|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|EFCO|EFCO| 0000001.00| |EFCO|Y|786|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ELMO|ELMO| 0000001.00|H|ELMO|Y|822|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|ERIC|ERICSSON| 0000001.00|G|ERIC|Y|858|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|EXPT|EXPENTECH| 0000001.00| |EXPT|Y|894|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|FJSU|FUJITSU| 0000001.00|B|FJSU|Y|930|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|FRES|FRESHTECH| 0000001.00| |FRES|Y|966|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GALX|GALAXY| 0000001.00|A|GALX|Y|1002|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GIBS|GIBSON| 0000001.00|W|GIBS|Y|1038|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|GODI|GODIN| 0000001.00|W|GODI|Y|1074|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HAIE|HAIER| 0000001.00|G|HAIE|Y|1110|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HEAU|HEATRAE| 0000001.00|A|HRAE|Y|1146|2018-02-28 16:29:07.000000|2019-01-29 19:06:43.330013
GBR|HIRS|HIRSCHMAN| 0000001.00|B|HIRS|Y|1182|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HOT6|HOTPOINT| 0000001.00| |HOTP|Y|1218|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|HSOB|HSBC PREM (WEB) 2YR| 0000001.00|G|@@@@|Y|1254|2018-02-28 16:29:07.000000|2018-10-22 19:06:09.373182
GBR|IBM|IBM| 0000001.00|B|IBM|Y|1289|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|IDE4|IDEAL| 0000001.00|H|IDEA|Y|1325|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|INFI|INFINITY| 0000001.00|B|INFI|Y|1361|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|JAMO|JAMO| 0000001.00|A|JAMO|Y|1397|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|JOTA|JOTAL| 0000001.00|H|JOTA|Y|1433|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|KIEV|KIEV| 0000001.00|B|KIEV|Y|1469|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
GBR|KYOS|KYOSHU| 0000001.00|G|KYOS|Y|1505|2018-02-28 16:29:07.000000|2019-11-14 19:02:43.669508
