CompanyCode|ProductVariant|ProductVariantType|ProductVariantStatus|MessageNumber|GlobalMessage|User|UpdateDate
D|SDM|P|N|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|SDM|P|N|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|SDM|P|N|11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |WHITES    |1020626
D|NDM|P|N|1|NEFF ANNUAL INSURANCE PLAN.                       |WHITES    |1020626
D|NDM|P|N|2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |WHITES    |1020626
D|NDM|P|N|3|SCHEME COVERS WHITE GOODS ONLY.                   |WHITES    |1020626
D|NDM|P|N|4|MAPPABLE SCHEME.                                  |WHITES    |1020626
D|NDM|P|N|5|SCHEME IS NEW FOR OLD FOR LIFE.                   |WHITES    |1020626
D|NDM|P|N|6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|WHITES    |1020626
D|NDM|P|N|7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |WHITES    |1020626
D|NDM|P|N|8|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |WHITES    |1020626
D|NDM|P|N|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|NDM|P|N|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|NDM|P|N|11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |WHITES    |1020626
D|BDM|P|N|1|BOSCH ANNUAL INSURANCE PLAN.                      |WHITES    |1020626
D|BDM|P|N|2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |WHITES    |1020626
D|BDM|P|N|3|SCHEME COVERS WHITE GOODS ONLY.                   |WHITES    |1020626
D|BDM|P|N|4|MAPPABLE SCHEME.                                  |WHITES    |1020626
D|BDM|P|N|5|SCHEME IS NEW FOR OLD FOR LIFE.                   |WHITES    |1020626
D|BDM|P|N|6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|WHITES    |1020626
D|BDM|P|N|7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |WHITES    |1020626
D|BDM|P|N|8|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |WHITES    |1020626
D|BDM|P|N|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|BDM|P|N|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|BDM|P|N|11|                                                  |GIBNEYD   |1211215
D|SDM|P|R|1|SIEMENS ANNUAL INSURANCE PLAN.                    |WHITES    |1020626
D|SDM|P|R|2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |WHITES    |1020626
D|SDM|P|R|3|SCHEME COVERS WHITE GOODS ONLY.                   |WHITES    |1020626
D|SDM|P|R|4|MAPPABLE SCHEME.                                  |WHITES    |1020626
D|SDM|P|R|5|SCHEME IS NEW FOR OLD FOR LIFE.                   |WHITES    |1020626
D|SDM|P|R|6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|WHITES    |1020626
D|SDM|P|R|7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |WHITES    |1020626
D|SDM|P|R|8|PAYMENT BY CSH,PO,CHQ,CC,DD (1/4LY AT RENEWAL).   |WHITES    |1020626
D|SDM|P|R|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|SDM|P|R|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|SDM|P|R|11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |WHITES    |1020626
D|NDM|P|R|1|NEFF ANNUAL INSURANCE PLAN.                       |WHITES    |1020626
D|NDM|P|R|2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |WHITES    |1020626
D|NDM|P|R|3|SCHEME COVERS WHITE GOODS ONLY.                   |WHITES    |1020626
D|NDM|P|R|4|MAPPABLE SCHEME.                                  |WHITES    |1020626
D|NDM|P|R|5|SCHEME IS NEW FOR OLD FOR LIFE.                   |WHITES    |1020626
D|NDM|P|R|6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|WHITES    |1020626
D|NDM|P|R|7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |WHITES    |1020626
D|NDM|P|R|8|PAYMENT BY CSH,PO,CHQ,CC,DD (1/4LY AT RENEWAL).   |WHITES    |1020626
D|NDM|P|R|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|NDM|P|R|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|NDM|P|R|11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |WHITES    |1020626
D|BDM|P|R|1|BOSCH ANNUAL INSURANCE PLAN.                      |WHITES    |1020626
D|BDM|P|R|2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |WHITES    |1020626
D|BDM|P|R|3|SCHEME COVERS WHITE GOODS ONLY.                   |WHITES    |1020626
D|BDM|P|R|4|MAPPABLE SCHEME.                                  |WHITES    |1020626
D|BDM|P|R|5|SCHEME IS NEW FOR OLD FOR LIFE.                   |WHITES    |1020626
D|BDM|P|R|6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|WHITES    |1020626
D|BDM|P|R|7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |WHITES    |1020626
D|BDM|P|R|8|PAYMENT BY CSH,PO,CHQ,CC,DD (1/4LY AT RENEWAL).   |WHITES    |1020626
D|BDM|P|R|9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |WHITES    |1020626
D|BDM|P|R|10|PERIOD OF COVER IS ANNUAL ONLY.                   |WHITES    |1020626
D|BDM|P|R|11|                                                  |GIBNEYD   |1211215
D|1D |M| |1|DYSON EXTENDED INSURANCE PLAN.                    |ENGLEFD   |1020626
D|1D |M| |2|30 DAY MAILING SCHEME FOR SOUTHERN IRELAND.       |ENGLEFD   |1020626
D|1D |M| |3|SCHEME COVERS VACUUM CLEANERS ONLY.               |ENGLEFD   |1020626
D|1D |M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020626
D|1D |M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020626
D|1D |M| |6|CUSTOMER CONTACTS DYSON DIRECT IN THE EVENT OF    |ENGLEFD   |1020626
D|1D |M| |7|NEEDING A REPAIR (TELEPHONE NUMBER (01) 475 7109  |ENGLEFD   |1020626
D|1D |M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (10 PAYMENTS).        |ENGLEFD   |1020626
D|1D |M| |9|COVER IS BREAKDOWN & ACCIDENTAL DAMAGE.           |ENGLEFD   |1020626
D|1D |M| |10|PERIOD OF COVER IS 2+3 ONLY.                      |ENGLEFD   |1020626
D|1D |M| |11|VACUUM CLEANERS HAVE A TWO YEAR GUARANTEE.        |ENGLEFD   |1020626
D|1D |M| |12|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020626
D|2D |M| |1|DYSON EXTENDED INSURANCE PLAN.                    |ENGLEFD   |1020627
D|2D |M| |2|23RD MONTH MAILING SCHEME FOR SOUTHERN IRELAND.   |ENGLEFD   |1020627
D|2D |M| |3|SCHEME COVERS VACUUM CLEANERS ONLY.               |ENGLEFD   |1020627
D|2D |M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|2D |M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|2D |M| |6|CUSTOMER CONTACTS DYSON DIRECT IN THE EVENT OF    |ENGLEFD   |1020627
D|2D |M| |7|NEEDING A REPAIR (TELEPHONE NUMBER (01) 475 7109).|ENGLEFD   |1020627
D|2D |M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |ENGLEFD   |1020627
D|2D |M| |9|COVER IS BREAKDOWN & ACCIDENTAL DAMAGE.           |ENGLEFD   |1020627
D|2D |M| |10|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020627
D|2D |M| |11|VACUUM CLEANERS HAVE A TWO YEAR GUARANTEE.        |ENGLEFD   |1020627
D|2D |M| |12|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020627
D|97|M| |1|DYSON EXTENDED INSURANCE PLAN.                    |ENGLEFD   |1020627
D|97|M| |2|30 DAY MAILING SCHEME FOR SOUTHERN IRELAND.       |ENGLEFD   |1020627
D|97|M| |3|SCHEME IS FOR DPA CUSTOMERS.                      |ENGLEFD   |1020627
D|97|M| |4|SCHEME COVERS VACUUM CLEANERS ONLY.               |ENGLEFD   |1020627
D|97|M| |5|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|97|M| |6|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|97|M| |7|CUSTOMER CONTACTS DYSON DIRECT IN THE EVENT OF    |ENGLEFD   |1020627
D|97|M| |8|NEEDING A REPAIR (TELEPHONE NUMBER (01) 475 7109).|ENGLEFD   |1020627
D|97|M| |9|PAYMENT BY CSH,PO,CHQ,CC,DD (10 PAYMENTS).        |ENGLEFD   |1020627
D|97|M| |10|COVER IS BREAKDOWN & ACCIDENTAL DAMAGE.           |ENGLEFD   |1020627
D|97|M| |11|PERIOD OF COVER IS 2+3 ONLY.                      |ENGLEFD   |1020627
D|97|M| |12|VACUUM CLEANERS HAVE A TWO YEAR GUARANTEE.        |ENGLEFD   |1020627
D|CY |M| |1|DYSON EXTENDED INSURANCE PLAN.                    |ENGLEFD   |1020627
D|CY |M| |2|23RD MONTH MAILING SCHEME FOR SOUTHERN IRELAND.   |ENGLEFD   |1020627
D|CY |M| |3|SCHEME IS FOR DPA CUSTOMERS.                      |ENGLEFD   |1020627
D|CY |M| |4|SCHEME COVERS VACUUM CLEANERS ONLY.               |ENGLEFD   |1020627
D|CY |M| |5|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|CY |M| |6|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|CY |M| |7|CUSTOMER CONTACTS DYSON DIRECT IN THE EVENT OF    |ENGLEFD   |1020627
D|CY |M| |8|NEEDING A REPAIR (TELEPHONE NUMBER (01) 475 7109).|ENGLEFD   |1020627
D|CY |M| |9|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |ENGLEFD   |1020627
D|CY |M| |10|COVER IS BREAKDOWN & ACCIDENTAL DAMAGE.           |ENGLEFD   |1020627
D|CY |M| |11|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020627
D|CY |M| |12|VACUUM CLEANERS HAVE A TWO YEAR GUARANTEE.        |ENGLEFD   |1020627
D|DY |M| |1|DYSON ANNUAL INSURANCE PLAN - SOUTHERN IRELAND.   |ENGLEFD   |1020627
D|DY |M| |2|TICK BOX MAILING SCHEME. C/M MAILED AT FIVE YEARS.|ENGLEFD   |1020627
D|DY |M| |3|SCHEME COVERS VACUUM CLEANERS ONLY.               |ENGLEFD   |1020627
D|DY |M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|DY |M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|DY |M| |6|CUSTOMER CONTACTS DYSON DIRECT IN THE EVENT OF    |ENGLEFD   |1020627
D|DY |M| |7|NEEDING A REPAIR (TELEPHONE NUMBER (01) 475 7109).|ENGLEFD   |1020627
D|DY |M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |ENGLEFD   |1020627
D|DY |M| |9|COVER IS BREAKDOWN & ACCIDENTAL DAMAGE.           |ENGLEFD   |1020627
D|DY |M| |10|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020627
D|DY |M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020627
D|BTD|M| |1|BOSCH EXTENDED INSURANCE PLAN.                    |ENGLEFD   |1020627
D|BTD|M| |2|30 DAY MAILING SCHEME FOR SOUTHERN IRELAND.       |ENGLEFD   |1020627
D|BTD|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020627
D|BTD|M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|BTD|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|BTD|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDIN |ENGLEFD   |1020627
D|BTD|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020627
D|BTD|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (10 PAYMENTS).        |ENGLEFD   |1020627
D|BTD|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020627
D|BTD|M| |10|PERIOD OF COVER IS 1+4 ONLY.                      |ENGLEFD   |1020627
D|BTD|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020627
D|BEM|M| |1|BOSCH ANNUAL INSURANCE PLAN.                      |ENGLEFD   |1020627
D|BEM|M| |2|11TH MONTH MAILING SCHEME FOR SOUTHERN IRELAND.   |ENGLEFD   |1020627
D|BEM|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020627
D|BEM|M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020627
D|BEM|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020627
D|BEM|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|ENGLEFD   |1020627
D|BEM|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020627
D|BEM|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (ANNUAL).             |ENGLEFD   |1020627
D|BEM|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020627
D|BEM|M| |10|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020627
D|BEM|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020627
D|NEX|M| |1|NEFF EXTENDED INSURANCE PLAN.                     |ENGLEFD   |1020701
D|NEX|M| |2|30 DAY MAILING SCHEME FOR SOUTHERN IRELAND.       |ENGLEFD   |1020701
D|NEX|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020701
D|NEX|M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020701
D|NEX|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020701
D|NEX|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|ENGLEFD   |1020701
D|NEX|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020701
D|NEX|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (10 PAYMENTS).        |ENGLEFD   |1020701
D|NEX|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020701
D|NEX|M| |10|PERIOD OF COVER IS 1+4 ONLY.                      |ENGLEFD   |1020701
D|NEX|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020701
U|BA2|M| |9|NFOFL                                             |HUGHESMA  |1220308
U|BA2|M| |10|EXCLUSIONS: COSMETIC DAMAGE, MALICIOUS DAMAGE     |HUGHESMA  |1220308
U|BA2|M| |11|ADDITIONAL BENEFITS: N/A                          |HUGHESMA  |1220308
U|BA2|M| |12|REPLACEMENT RULES: NEW FOR OLD FOR LIFE           |HUGHESMA  |1220308
U|BA2|M| |13|FIXED PRICE PROMISE: 2 YEARS                      |HUGHESMA  |1220308
U|BA2|M| |14|PAYMENT TYPE: FLEXIBLE MONTHLY                    |HUGHESMA  |1220308
U|BA2|P|R|1|BEKO                                              |HUGHESMA  |1220308
U|BA2|P|R|2|10 YEAR PARTS - INSURANCE IPM                     |HUGHESMA  |1220308
U|BA2|P|R|3|ROI TEL REG 0-3 months                            |HUGHESMA  |1220308
U|BA2|P|R|4|APPLIANCE CARE                                    |HUGHESMA  |1220308
U|BA2|P|R|5|PROTECTION: BREAKDOWN                             |HUGHESMA  |1220308
D|STD|M| |1|SIEMENS EXTENDED INSURANCE PLAN.                  |ENGLEFD   |1020701
D|STD|M| |2|30 DAY MAILING SCHEME FOR SOUTHERN IRELAND.       |ENGLEFD   |1020701
D|STD|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020701
D|STD|M| |4|NON-MAPPABLE SCHEME.                              |ENGLEFD   |1020701
D|STD|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020701
D|STD|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|ENGLEFD   |1020701
D|STD|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020701
D|STD|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (10 PAYMENTS).        |ENGLEFD   |1020701
D|STD|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020701
D|STD|M| |10|PERIOD OF COVER IS 1+4 ONLY.                      |ENGLEFD   |1020701
D|STD|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020701
D|SEM|M| |1|SIEMENS ANNUAL INSURANCE PLAN.                    |ENGLEFD   |1020701
D|SEM|M| |2|11TH MONTH MAILING SCHEME FOR SOUTHERN IRELAND.   |ENGLEFD   |1020701
D|SEM|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020701
D|SEM|M| |4|MAPPABLE SCHEME.                                  |ENGLEFD   |1020701
D|SEM|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020701
D|SEM|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|ENGLEFD   |1020701
D|SEM|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020701
D|SEM|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (ANNUAL).             |ENGLEFD   |1020701
D|SEM|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020701
D|SEM|M| |10|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020701
D|SEM|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020701
D|SDM|M| |1|SIEMENS ANNUAL INSURANCE PLAN.                    |ENGLEFD   |1020701
D|SDM|M| |2|TICK BOX MAILING SCHEME FOR SOUTHERN IRELAND.     |ENGLEFD   |1020701
D|SDM|M| |3|SCHEME COVERS WHITE GOODS ONLY.                   |ENGLEFD   |1020701
D|SDM|M| |4|MAPPABLE SCHEME.                                  |ENGLEFD   |1020701
D|SDM|M| |5|SCHEME IS NEW FOR OLD FOR LIFE.                   |ENGLEFD   |1020701
D|SDM|M| |6|CUSTOMER CONTACTS APPLIANCE CARE DIRECT IF NEEDING|ENGLEFD   |1020701
D|SDM|M| |7|A REPAIR (TELEPHONE NUMBER (01) 450 2655).        |ENGLEFD   |1020701
D|SDM|M| |8|PAYMENT BY CSH,PO,CHQ,CC,DD (QUARTERLY).          |ENGLEFD   |1020701
D|SDM|M| |9|COVER IS BREAKDOWN,ACCIDENTAL DAMAGE & FOOD LOSS. |ENGLEFD   |1020701
D|SDM|M| |10|PERIOD OF COVER IS ANNUAL ONLY.                   |ENGLEFD   |1020701
D|SDM|M| |11|CONTACT SIMON WHITE (EXTN 3501) IF ANY QUERIES.   |ENGLEFD   |1020701
D|PHA|P|N|1|PHILIPS 30 DAY MAILER FROM CUSTOMER REGISTRATIONS.|TERRYV    |1020701
D|PHA|P|N|2|POC: 1+3 AND 1+5.                                 |TERRYV    |1020701
D|PHA|P|N|3|COVER: BREAKDOWN AND AD ON MOST PRODUCTS.         |TERRYV    |1020701
D|PHA|P|N|4|PAYMENT TYPES: ALL.                               |TERRYV    |1020701
D|PHA|P|R|1|PHILIPS 30 DAY MAILER FROM CUSTOMER REGISTRATIONS |TERRYV    |1020701
D|PHA|P|R|2|POC: 1+3 AND 1+5.                                 |TERRYV    |1020701
D|PHA|P|R|3|COVER: BREAKDOWN AND AD ON MOST PRODUCTS.         |TERRYV    |1020701
D|PHA|P|R|4|PAYMENT TYPES: ALL.                               |TERRYV    |1020701
D|PHB|P|N|1|PHILIPS 11TH MONTH MAILING SCHEME FROM            |TERRYV    |1020701
D|PHB|P|N|2|CUSTOMER REGISTRATIONS.                           |TERRYV    |1020701
D|PHB|P|N|3|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHB|P|N|4|POC: 1 YEAR.                                      |TERRYV    |1020701
D|PHB|P|N|5|PAYMENT TYPES: ALL                                |TERRYV    |1020701
D|PHB|P|R|1|PHILIPS 11TH MONTH MAILING SCHEME FROM            |TERRYV    |1020701
D|PHB|P|R|2|CUSTOMER REGISTRATIONS.                           |TERRYV    |1020701
D|PHB|P|R|3|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHB|P|R|4|POC: 1 YEAR.                                      |TERRYV    |1020701
D|PHB|P|R|5|PAYMENT TYPES: ALL                                |TERRYV    |1020701
D|PHC|P|N|1|PHILIPS SAM MAILING SCHEME FROM CUSTOMER          |TERRYV    |1020701
D|PHC|P|N|2|REGISTRATIONS.                                    |TERRYV    |1020701
D|PHC|P|N|3|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHC|P|N|4|POC: 1 YEAR.                                      |TERRYV    |1020701
D|PHC|P|N|5|PAYMENT TYPES: ALL                                |TERRYV    |1020701
D|PHC|P|R|1|PHILIPS SAM MAILING SCHEME FROM CUSTOMER          |TERRYV    |1020701
D|PHC|P|R|2|REGISTRATIONS.                                    |TERRYV    |1020701
D|PHC|P|R|3|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHC|P|R|4|POC: 1 YEAR.                                      |TERRYV    |1020701
D|PHC|P|R|5|PAYMENT TYPES: ALL                                |TERRYV    |1020701
D|PHD|P|N|1|"PHILIPS ""TICK BOX EXTENDED"" MAILING SCHEME.       "|TERRYV    |1020701
D|PHD|P|N|2|SET UP FOR CUSTOMERS WHO HAVE ALREADY TAKEN OUT   |TERRYV    |1020701
D|PHD|P|N|3|COVER. MAILER WILL BE SENT TO THEM UPON EXPIRY OF |TERRYV    |1020701
D|PHD|P|N|4|THEIR GUARANTEE.                                  |TERRYV    |1020701
D|PHD|P|N|5|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHD|P|N|6|POC: 12 MONTHS                                    |TERRYV    |1020701
D|PHD|P|N|7|ALL PAYMENT TYPES.                                |TERRYV    |1020701
D|PHD|P|R|1|"PHILIPS ""TICK BOX EXTENDED"" MAILING SCHEME.       "|TERRYV    |1020701
D|PHD|P|R|2|SET UP FOR CUSTOMERS WHO HAVE ALREADY TAKEN OUT   |TERRYV    |1020701
D|PHD|P|R|3|COVER. MAILER WILL BE SENT TO THEM UPON EXPIRY OF |TERRYV    |1020701
D|PHD|P|R|4|THEIR GUARANTEE.                                  |TERRYV    |1020701
D|PHD|P|R|5|COVER: BREAKDOWN ONLY.                            |TERRYV    |1020701
D|PHD|P|R|6|POC: 12 MONTHS                                    |TERRYV    |1020701
D|PHD|P|R|7|ALL PAYMENT TYPES.                                |TERRYV    |1020701
D|PRA|P|N|1|This scheme is set up as a 30 day scheme in order |TERRYV    |1020702
D|PRA|P|N|2|to manage the data received by the dealers, but   |TERRYV    |1020702
D|PRA|P|N|3|the mailers are actually sent out upon expiry     |TERRYV    |1020702
D|PRA|P|N|4|of the free 0+3 guarantee from scheme B/PRO.      |TERRYV    |1020702
D|PRA|P|R|1|This scheme is set up as a 30 day scheme in order |TERRYV    |1020702
D|PRA|P|R|2|to manage the data received by the dealers, but   |TERRYV    |1020702
D|PRA|P|R|3|the mailers are actually sent out upon expiry     |TERRYV    |1020702
D|PRA|P|R|4|of the free 0+3 guarantee from scheme B/PRO.      |TERRYV    |1020702
D|PRA|M| |1|De Dietrich promotion renewal mailer.             |ENGLEFD   |1020704
D|PRA|M| |2|Customer will have had a free 3 year policy given |ENGLEFD   |1020704
D|PRA|M| |3|to them by De Dietrich - on scheme PRO (comp B)   |ENGLEFD   |1020704
D|PRA|M| |4|Customer now has to pay for a parts and labour    |ENGLEFD   |1020704
D|PRA|M| |5|renewal.                                          |ENGLEFD   |1020704
D|PRA|M| |6|Breakdown only.                                   |ENGLEFD   |1020704
D|PRA|M| |7|                                                  |ENGLEFD   |1020704
D|PRA|M| |8|                                                  |ENGLEFD   |1020704
D|PRB|P|N|1|DE DIETRICH MOG.                                  |TERRYV    |1020711
D|PRB|P|N|2|APPLIANCES COVERED: ALL WHITE GOODS.              |TERRYV    |1020711
D|PRB|P|N|3|DATA COMES FROM DE DIETRICH WHEN A REPAIR HAS     |TERRYV    |1020711
D|PRB|P|N|4|ALREADY BEEN CARRIED OUT.                         |TERRYV    |1020711
D|PRB|P|N|5|POC: 12 MONTHS.                                   |TERRYV    |1020711
D|PRB|P|N|6|ALL METHODS OF PAYMENT. DD: ONE-OFF PAYMENT.      |TERRYV    |1020711
D|PRB|P|N|7|BREAKDOWN + FROZEN FOOD (AMOUNT TBC).             |TERRYV    |1020711
D|PRB|P|R|1|DE DIETRICH MOG.                                  |TERRYV    |1020711
D|PRB|P|R|2|APPLIANCES COVERED: ALL WHITE GOODS.              |TERRYV    |1020711
D|PRB|P|R|3|DATA COMES FROM DE DIETRICH WHEN A REPAIR HAS     |TERRYV    |1020711
D|PRB|P|R|4|ALREADY BEEN CARRIED OUT.                         |TERRYV    |1020711
D|PRB|P|R|5|POC: 12 MONTHS.                                   |TERRYV    |1020711
D|PRB|P|R|6|ALL METHODS OF PAYMENT. DD: ONE-OFF PAYMENT.      |TERRYV    |1020711
D|PRB|P|R|7|BREAKDOWN + FROZEN FOOD (AMOUNT TBC).             |TERRYV    |1020711
D|PHA|M| |1|PHILIPS 30 DAY MAILER FROM CUSTOMER REGISTRATIONS.|ENGLEFD   |1020717
D|PHA|M| |2|POC: 1+3 AND 1+5.                                 |ENGLEFD   |1020717
D|PHA|M| |3|COVER: BREAKDOWN AND AD ON MOST PRODUCTS.         |ENGLEFD   |1020717
D|PHA|M| |4|PAYMENT TYPES: ALL.                               |ENGLEFD   |1020717
D|PHB|M| |1|PHILIPS 11TH MONTH MAILING SCHEME FROM            |ENGLEFD   |1020717
D|PHB|M| |2|CUSTOMER REGISTRATIONS.                           |ENGLEFD   |1020717
D|PHB|M| |3|COVER: BREAKDOWN ONLY.                            |ENGLEFD   |1020717
D|PHB|M| |4|POC: 1 YEAR.                                      |ENGLEFD   |1020717
D|PHB|M| |5|PAYMENT TYPES: ALL                                |ENGLEFD   |1020717
D|PHC|M| |1|PHILIPS SAM MAILING SCHEME FROM CUSTOMER          |ENGLEFD   |1020717
D|PHC|M| |2|REGISTRATIONS.                                    |ENGLEFD   |1020717
D|PHC|M| |3|COVER: BREAKDOWN ONLY.                            |ENGLEFD   |1020717
