COUNTRY_CODE|COMPANY_CODE|SCHEME_CODE|CLIENT_GROUP_ID|CLIENT_ACCOUNT_ID|PULSE_ID|CM_SOURCE_ID|SCHEME_NAME|SCHEME_CATEGORY_CODE|CLIENT_GROUP_DESC|CLIENT_ACCOUNT_DESC|ACTIVE_FLAG|RefDataId|LoadDatetime|LastUpdatedDatetime
GBR|A|J7B|53|90|11|7|PROTECTION PLAN|OUTB|TELEPHONES SALES|HEATING TELEPHONE SALES|Y|5233|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J9H|83|386|36|33|SAMSUNG PROTECTION PLAN|30|SAMSUNG|SAMSUNG|Y|5286|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J7V|53|52|25|6|PROTECTION PLAN|QUOT|TELEPHONES SALES|DIRECT SALES|Y|5251|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J7K|6|19|25|28|BAXI PROTECTION PLAN|QUOT|BAXI GROUP|BAXI|Y|5241|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J2B|94|413|19|23|***HOOVER DATA SCHEME***|DATA|AMDEA HOOVER|AMDEA HOOVER|Y|5120|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J6F|86|403|36|33|VAILLANT PROTECTION PLAN|30|VAILLANT GROUP|VAILLANT|Y|5213|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K1W|7|22|25|27|BEKO PROTECTION PLAN|STB|BEKO|BEKO|Y|5322|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J2V|61|345|51|61|BBQ PROTECTION PLAN|RPM|DRL|B&Q|Y|5138|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K1N|6|19|40|32|BAXI PROTECTION PLAN|OUPR|BAXI GROUP|BAXI|Y|5314|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K1U|10|42|26|43|PARK CAMERA PROTECTION PLAN|POS|CIH/D&G/OTHER INDES|CIH / D&G INDEPENDENTS|Y|5320|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2A|53|52|23|27|PROTECTION PLAN|STB|TELEPHONES SALES|DIRECT SALES|Y|5326|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2G|6|19|25|28|BAXI PROTECTION PLAN|QUOT|BAXI GROUP|BAXI|Y|5332|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2N|23|384|29|15|LEC PROTECTION PLAN|R&P|GLEN DIMPLEX GROUP|LEC|Y|5338|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2U|7|340|1|27|BEKO PROTECTION PLAN|11|BEKO|LEISURE/FLAVEL|Y|5344|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K3A|28|103|25|27|HOTPOINT PROTECTION PLAN|QUOT|INDESIT COMPANY|HOTPOINT|Y|5350|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J8M|28|103|1|27|HOTPOINT PROTECTION PLAN|11|INDESIT COMPANY|HOTPOINT|Y|5267|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K1D|83|386|36|33|SAMSUNG PROTECTION PLAN|30|SAMSUNG|SAMSUNG|Y|5307|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K4A|33|1|24|26|AEG PROTECTION PLAN|QUOT|ELECTROLUX GROUP|AEG|Y|5374|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J6J|86|405|36|33|GLOW-WORM PROTECTION PLAN|30|VAILLANT GROUP|GLOW-WORM|Y|5216|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J6Q|6|19|25|28|BAXI PROTECTION PLAN|QUOT|BAXI GROUP|BAXI|Y|5222|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K3D|29|116|26|4|JD WILLIAMS PROTECTION PLAN|POSR|JD WILLIAMS|J.D. WILLIAMS|Y|5353|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K3K|68|337|24|28|PROTECTION PLAN|INBR|BOSCH THERMOTECHNOLOGY LTD|WORCESTER|Y|5359|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|D|W6A|61|320|22|42|INSURANCE PLAN|KITC|DRL|AO.COM|Y|225887|2019-07-30 19:06:21.192753|2019-09-30 19:05:34.425553
GBR|A|K3R|6|19|24|33|BAXI PROTECTION PLAN|DEAD|BAXI GROUP|BAXI|Y|5365|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2Z|28|103|25|27|HOTPOINT PROTECTION PLAN|QUOT|INDESIT COMPANY|HOTPOINT|Y|5349|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K3F|23|384|1|32|LEC PROTECTION PLAN|11|GLEN DIMPLEX GROUP|LEC|Y|5355|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6C|53|52|25|7|PROTECTION PLAN|QUOT|TELEPHONES SALES|DIRECT SALES|Y|5424|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2P|7|22|1|27|BEKO PROTECTION PLAN|11|BEKO|BEKO|Y|5339|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|J8J|28|103|1|27|HOTPOINT PROTECTION PLAN|11|INDESIT COMPANY|HOTPOINT|Y|5264|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K5R|86|405|19|23|GLOW-WORM PROTECTION PLAN|DATA|VAILLANT GROUP|GLOW-WORM|Y|5413|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K5X|61|320|52|41|AO.COM PROTECTION PLAN|INBR|DRL|AO.COM|Y|5419|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6D|68|337|24|28|PROTECTION PLAN|INBR|BOSCH THERMOTECHNOLOGY LTD|WORCESTER|Y|5425|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K7U|86|406|24|28|HEATLINE PROTECTION PLAN|QUOT|VAILLANT GROUP|HEATLINE|Y|5464|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K5F|32|128|23|27|LG PROTECTION PLAN|MOG|LG ELECTRONICS|LG ELECTRONICS|Y|5403|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K8G|61|320|29|42|AO.COM PROTECTION PLAN|R&P|DRL|AO.COM|Y|5476|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K5Z|28|110|27|30|INDESIT PROTECTION PLAN|PWOQ|INDESIT COMPANY|INDESIT|Y|5421|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6F|84|393|24|42|ARGOS PROTECTION PLAN|QUOT|HOME RETAIL GROUP|ARGOS|Y|5427|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6M|86|405|24|28|GLOW-WORM PROTECTION PLAN|DORM|VAILLANT GROUP|GLOW-WORM|Y|5433|2018-02-28 16:09:19.000000|2020-03-03 19:05:42.892027
GBR|A|K1Y|23|284|25|27|GLEN DIMPLEX PROTECTION PLAN|STB|GLEN DIMPLEX GROUP|GLEN DIMPLEX GROUP|Y|5324|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K9R|86|403|29|15|VAILLANT PROTECTION PLAN|R&P|VAILLANT GROUP|VAILLANT|Y|5506|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6B|61|320|29|42|AO.COM PROTECTION PLAN|R&P|DRL|AO.COM|Y|5423|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KAI|48|375|21|16|SKY+ REPAIR PLAN|ITB|SKY|SKY+|Y|5518|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K2Y|28|103|25|27|HOTPOINT PROTECTION PLAN|QUOT|INDESIT COMPANY|HOTPOINT|Y|5348|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K6V|86|403|3|33|VAILLANT PROTECTION PLAN|30|VAILLANT GROUP|VAILLANT|Y|5441|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K3S|6|19|11|28|*** NO LONGER REQUIRED***|DEAD|BAXI GROUP|BAXI|Y|5366|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|D|W6C|61|320|22|42|INSURANCE PLAN|KITC|DRL|AO.COM|Y|225898|2019-07-30 19:06:21.192753|2019-09-30 19:05:34.425553
GBR|A|KCB|6|19|31|27|BAXI REPAIR PROTECTION PLAN|SAM|BAXI GROUP|BAXI|Y|5548|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K7V|86|406|24|28|HEATLINE PROTECTION PLAN|QUOT|VAILLANT GROUP|HEATLINE|Y|5465|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KGM|28|251|23|27|WHIRLPOOL SERVICE PLAN|MOG|WHIRLPOOL|WHIRLPOOL|Y|5566|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KBM|6|19|25|32|BAXI REPAIR PROTECTION PLAN|DEAD|BAXI GROUP|BAXI|Y|5538|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K8Y|23|284|22|28|MULTIPLAN|KITC|GLEN DIMPLEX GROUP|GLEN DIMPLEX GROUP|Y|5489|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K9A|23|284|22|28|MULTIPLAN|KITC|GLEN DIMPLEX GROUP|GLEN DIMPLEX GROUP|Y|5491|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|K4L|28|110|39|21|INDESIT PROTECTION PLAN|DATA|INDESIT COMPANY|INDESIT|Y|5384|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KML|6|277|36|27|MAIN REPAIR PROTECTION PLAN|30|BAXI GROUP|MAIN|Y|5608|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KHJ|28|251|17|18|WHIRLPOOL SERVICE PLAN|FREE|WHIRLPOOL|WHIRLPOOL|Y|5574|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KHQ|28|251|28|27|WHIRLPOOL SERVICE PLAN|RENM|WHIRLPOOL|WHIRLPOOL|Y|5580|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KAF|48|373|21|16|SKY REPAIR PLAN|ITB|SKY|SKY|Y|5515|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KAM|48|211|44|16|SKY+ REPAIR PROTECTION PLAN|HALA|SKY|SKY+|Y|5521|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KPI|6|180|3|20|POTTERTON REPAIR PROTECTION PLAN|30|BAXI GROUP|POTTERTON|Y|5644|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KPO|50|214|28|49|SONY REPAIR PROTECTION PLAN|RENM|SONY|SONY|Y|5650|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KBV|6|19|3|32|BAXI REPAIR PROTECTION PLAN|30|BAXI GROUP|BAXI|Y|5545|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KAQ|28|268|44|27|INDESIT ANNUAL REPAIR PLAN|HALA|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|5525|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KOH|6|180|9|27|POTTERTON REPAIR PROTECTION PLAN|ALAR|BAXI GROUP|POTTERTON|Y|5634|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KDJ|28|251|29|15|WHIRLPOOL SERVICE PLAN|FTB|WHIRLPOOL|WHIRLPOOL|Y|5557|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KPR|28|251|28|27|WHIRLPOOL SERVICE PLAN|RENM|WHIRLPOOL|WHIRLPOOL|Y|5652|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KMR|6|277|35|27|MAIN REPAIR PROTECTION PLAN|TAM|BAXI GROUP|MAIN|Y|5613|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KHR|28|251|28|27|WHIRLPOOL SERVICE PLAN|RENM|WHIRLPOOL|WHIRLPOOL|Y|5581|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KHX|28|251|27|30|WHIRLPOOL SERVICE PLAN|PWOQ|WHIRLPOOL|WHIRLPOOL|Y|5587|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
IRL|D|730|11|17|23|17|SKY PROTECT|MOG|SKY|SKY HD|Y|223562|2019-03-28 19:11:02.692298|2022-05-14 19:04:34.210659
GBR|D|W5W|35|143|19|23|INSURANCE PLAN|DORM|MIELE|MIELE|Y|225935|2019-08-01 19:06:22.494148|2020-03-03 19:05:42.892027
GBR|A|KSJ|48|209|3|16|SKY REPAIR PLAN|30|SKY|SKY|Y|5687|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KPN|50|214|17|18|SONY PROMOTIONAL REPAIR PROTECTION PLAN|FREE|SONY|SONY|Y|5649|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KSW|48|209|1|16|SKY REPAIR PLAN|11|SKY|SKY|Y|5699|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KMY|6|277|9|27|MAIN REPAIR PROTECTION PLAN|ALAR|BAXI GROUP|MAIN|Y|5617|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KNF|28|251|22|20|WHIRLPOOL REPAIR PROTECTION PLAN|30|WHIRLPOOL|WHIRLPOOL|Y|5623|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KOC|6|180|43|27|POTTERTON REPAIR PROTECTION PLAN|20MT|BAXI GROUP|POTTERTON|Y|5629|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KQV|6|19|26|26|BAXI REPAIR PROTECTION PLAN|POS|BAXI GROUP|BAXI|Y|5678|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KRC|28|251|3|20|WHIRLPOOL SERVICE PLAN|30|WHIRLPOOL|WHIRLPOOL|Y|5684|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KBO|6|19|13|32|BAXI REPAIR PROTECTION PLAN|ENGI|BAXI GROUP|BAXI|Y|5540|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KSS|48|209|3|16|SKY REPAIR PLAN|30|SKY|SKY|Y|5696|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KVC|6|243|21|34|VALOR ANNUAL REPAIR PLAN|ITB|BAXI GROUP|VALOR / WONDERFIRE|Y|5753|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KHI|28|251|1|27|WHIRLPOOL SERVICE PLAN|11|WHIRLPOOL|WHIRLPOOL|Y|5573|2018-02-28 16:09:19.000000|2020-07-09 19:06:35.335043
GBR|A|KHP|28|251|48|27|WHIRLPOOL SERVICE PLAN|ELCR|WHIRLPOOL|WHIRLPOOL|Y|5579|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KHV|28|251|3|20|WHIRLPOOL SERVICE PLAN|30|WHIRLPOOL|WHIRLPOOL|Y|5585|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KLB|28|251|1|27|WHIRLPOOL SERVICE PLAN|11|WHIRLPOOL|WHIRLPOOL|Y|5591|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KLY|28|251|9|27|WHIRLPOOL SERVICE PLAN|ALAR|WHIRLPOOL|WHIRLPOOL|Y|5597|2018-02-28 16:09:19.000000|2020-06-25 19:06:40.176191
GBR|A|KMF|6|277|3|27|MAIN REPAIR PROTECTION PLAN|30|BAXI GROUP|MAIN|Y|5603|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L1D|26|101|29|15|HOOVER CANDY REPAIR & PROTECT|R&PG|HOOVER CANDY GROUP|HOOVER|Y|5823|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L1K|26|101|29|15|BAUMATIC REPAIR & PROTECT|R&PG|HOOVER CANDY GROUP|HOOVER|Y|5829|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L1R|53|52|25|6|PROTECTION PLAN|QUOT|TELEPHONES SALES|DIRECT SALES|Y|5835|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KYV|48|209|35|16|SKY REPAIR PROTECTION PLAN|TAM|SKY|SKY|Y|5819|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L1Z|28|110|24|27|PROTECTION PLAN|INBR|INDESIT COMPANY|INDESIT|Y|5841|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|D|W72|7|22|25|30|INSURANCE PLAN|OUTB|BEKO|BEKO|Y|225938|2019-08-02 19:05:39.915993|2019-08-07 19:05:41.608804
GBR|A|KOG|6|180|14|27|POTTERTON REPAIR PROTECTION PLAN|FAM|BAXI GROUP|POTTERTON|Y|5633|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L2B|61|320|24|41|AO.COM PROTECTION PLAN|DORM|DRL|AO.COM|Y|5843|2018-02-28 16:09:19.000000|2020-03-03 19:05:42.892027
GBR|A|L2H|6|19|40|32|BAXI PROTECTION PLAN|DATA|BAXI GROUP|BAXI|Y|5849|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|L2P|7|22|25|23|BEKO PROTECTION PLAN|QUOT|BEKO|BEKO|Y|5855|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KXI|48|211|31|16|SKY+ REPAIR PLAN|SAM|SKY|SKY+|Y|5798|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|KQB|6|180|24|7|POTTERTON REPAIR PROTECTION PLAN|QUOT|BAXI GROUP|POTTERTON|Y|5659|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F7Z|28|110|24|26|INDESIT PROTECTION PLAN|QUOT|INDESIT COMPANY|INDESIT|Y|4709|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F5L|78|368|26|46|IDEAL SHOPPING DIRECT PROTECTION PLAN|POSR|IDEAL SHOPPING DIRECT|IDEAL SHOPPING DIRECT|Y|4656|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F2D|30|119|25|47|JESSOPS PROTECTION PLAN|OUTB|JESSOPS|JESSOPS|Y|4583|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E6D|23|153|19|23|NEW WORLD PROTECTION PLAN|30|GLEN DIMPLEX GROUP|NEW WORLD|Y|4484|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F7X|26|101|24|26|HOOVER/CANDY PROTECTION PLAN|QUOT|HOOVER CANDY GROUP|HOOVER|Y|4707|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F6N|12|45|66|46|COMET PROTECTION PLAN|PWOQ|COMET|COMET|Y|4680|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E7D|23|384|19|23|LEC PROTECTION PLAN|30|GLEN DIMPLEX GROUP|LEC|Y|4508|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E7K|23|384|73|20|LEC PROTECTION PLAN|30|GLEN DIMPLEX GROUP|LEC|Y|4514|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E7R|23|384|62|32|LEC PROTECTION PLAN|INPR|GLEN DIMPLEX GROUP|LEC|Y|4520|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E7X|32|128|73|20|LG ELECTRONICS PROTECTION PLAN|30|LG ELECTRONICS|LG ELECTRONICS|Y|4526|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E8D|32|128|73|20|LG ELECTRONICS PROTECTION PLAN|30|LG ELECTRONICS|LG ELECTRONICS|Y|4532|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E8K|32|128|60|23|LG ELECTRONICS PROTECTION PLAN|30|LG ELECTRONICS|LG ELECTRONICS|Y|4538|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|E8R|32|128|59|33|LG ELECTRONICS PROTECTION PLAN|30|LG ELECTRONICS|LG ELECTRONICS|Y|4544|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
IRL|A|7VN|15|37|48|27||OUTB|WHIRLPOOL|WHIRLPOOL|Y|223553|2019-03-28 19:11:02.692298|2019-03-28 19:11:02.692298
GBR|D|W5K|61|320|11|42|INSURANCE PLAN|QUOT|DRL|AO.COM|Y|225751|2019-07-18 19:06:49.703899|2020-10-19 19:03:50.824386
GBR|A|G3S|54|247|24|28|VOKERA ANNUAL PROTECTION PLAN|QUOT|VOKERA|VOKERA|Y|4800|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G5E|10|42|26|43|INDEPENDENT RETAILERS PROTECTION PLAN|POS|CIH/D&G/OTHER INDES|CIH / D&G INDEPENDENTS|Y|4806|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G2G|53|354|22|7|MULTIPLAN|KITC|TELEPHONES SALES|MIXED BUNDLES|Y|4779|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F8M|7|22|1|33|BEKO PROTECTION PLAN|11|BEKO|BEKO|Y|4718|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F8V|53|52|11|7|NPOWER PROTECTION PLAN|QUOT|TELEPHONES SALES|DIRECT SALES|Y|4724|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F6J|53|88|11|7|HEATGUARD|OUTB|TELEPHONES SALES|HEATING|Y|4678|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F2X|23|220|17|18|STOVES PROTECTION PLAN|FREE|GLEN DIMPLEX GROUP|STOVES|Y|4598|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F3D|28|268|11|28|PROTECTION PLAN|QUOT|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4604|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F3K|23|284|22|28|MULTIPLAN|KITC|GLEN DIMPLEX GROUP|GLEN DIMPLEX GROUP|Y|4610|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F3R|26|101|22|28|MULTIPLAN|KITC|HOOVER CANDY GROUP|HOOVER|Y|4616|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G3V|61|258|51|61|SAINSBURYS WORRY FREE PLAN|RPM|DRL|SAINSBURYS|Y|4801|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G6T|28|268|29|15|INDESIT PROTECTION PLAN|R&P|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4840|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G6Z|28|268|22|28|INDESIT COMPANY MULTIPLAN|KITC|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4846|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G5V|34|145|36|33|MIRA DUMP SCHEME 5 YEAR GTEE|DATA|MANUFACTURER (OTHER)|MIRA SHOWERS|Y|4819|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G2T|44|199|26|43|SCOTTISH HYDRO PROTECTION PLAN|POS|SCOTTISH HYDRO|SCOTTISH HYDRO|Y|4784|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F5M|53|52|48|7|PROTECTION PLAN|OUTB|TELEPHONES SALES|DIRECT SALES|Y|4657|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G6W|28|268|54|28|INDESIT COMPANY MULTIPLAN|QUOT|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4843|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G5B|10|42|26|43|CIH POS WHITE GOODS|POS|CIH/D&G/OTHER INDES|CIH / D&G INDEPENDENTS|Y|4803|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F6F|28|110|25|23|INDESIT PROTECTION PLAN|OUTB|INDESIT COMPANY|INDESIT|Y|4675|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F6P|8|30|66|30|BOSCH PROTECTION PLAN|PWOQ|BOSCH GROUP|BOSCH|Y|4681|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|F6V|28|110|66|30|INDESIT PROTECTION PLAN|PWOQ|INDESIT COMPANY|INDESIT|Y|4687|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|D|W5C|26|101|25|23|INSURANCE PLAN|OUTB|HOOVER CANDY GROUP|HOOVER|Y|225753|2019-07-19 19:07:36.345843|2019-07-25 19:05:49.394745
GBR|A|G8C|54|247|11|26|VOKERA PROTECTION PLAN|QUOT|VOKERA|VOKERA|Y|4873|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G9K|34|145|29|15|MIRA REPAIR & PROTECT|R&P|MANUFACTURER (OTHER)|MIRA SHOWERS|Y|4900|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G9Y|34|145|24|28|MIRA PROTECTION PLAN|QUOT|MANUFACTURER (OTHER)|MIRA SHOWERS|Y|4906|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G9A|14|48|11|7|D&G STAFF PROTECTION PLAN|QUOT|D&G GENERIC|D&G GENERIC|Y|4891|2018-02-28 16:09:19.000000|2022-06-13 19:04:12.678154
GBR|A|G6S|28|268|29|15|INDESIT PROTECTION PLAN|R&P|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4839|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G6Y|28|268|54|28|INDESIT COMPANY MULTIPLAN|QUOT|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4845|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|G7E|28|268|22|28|INDESIT COMPANY MULTIPLAN|KITC|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4851|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|H2E|28|268|22|28|INDESIT REPAIR & PROTECT MULTIPLAN|KITC|INDESIT COMPANY|INDESIT MULTI-BRAND|Y|4936|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|H3U|61|320|52|61|**NO LONGER REQUIRED**|DEAD|DRL|AO.COM|Y|4974|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
